,PROVINCIA,Código municipio (INE),MUNICIPIO,Código comarca,COMARCA,GRUPO DE CULTIVO,Código cultivo,CULTIVO,SECANO (hectáreas),REGADIO (hectáreas),SUPERFICIE CULTIVADA (hectáreas),año
7989,VALENCIA,46106,CHELVA,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,283,140,423,2020
7990,VALENCIA,46106,CHELVA,10,LOS SERRANOS,FRUTALES,1219,NOGAL,24,5,29,2020
7995,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,CITRICOS,1101,NARANJO DULCE,0,72,72,2020
7996,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,CITRICOS,1103,MANDARINO,0,55,55,2020
7997,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1206,ALBARICOQUERO,2,2,4,2020
7998,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1208,MELOCOTONERO,0,3,3,2020
7999,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1209,CIRUELO,5,5,10,2020
8000,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1212,GRANADO,0,3,3,2020
8001,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,12173,CAQUI,0,68,68,2020
8002,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1218,ALMENDRO,15,2,17,2020
8003,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1219,NOGAL,3,5,8,2020
8004,VALENCIA,46107,CHELLA,22,LA CANAL DE NAVARRÉS,FRUTALES,1222,PISTACHO,0,1,1,2020
8008,VALENCIA,46108,CHERA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1218,ALMENDRO,252,76,328,2020
8009,VALENCIA,46108,CHERA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1219,NOGAL,1,1,2,2020
8010,VALENCIA,46108,CHERA,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1222,PISTACHO,6,0,6,2020
8013,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,CITRICOS,1101,NARANJO DULCE,0,636,636,2020
8014,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,CITRICOS,1103,MANDARINO,0,329,329,2020
8015,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,CITRICOS,1104,LIMONERO,0,1,1,2020
8016,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,CITRICOS,1105,POMELO,0,11,11,2020
8017,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2020
8018,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1206,ALBARICOQUERO,1,13,14,2020
8019,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1208,MELOCOTONERO,1,14,15,2020
8020,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1209,CIRUELO,0,3,3,2020
8021,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1212,GRANADO,0,5,5,2020
8022,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,12173,CAQUI,0,56,56,2020
8023,VALENCIA,46109,CHESTE,18,LA HOYA DE BUÑOL,FRUTALES,1218,ALMENDRO,247,110,357,2020
8030,VALENCIA,46110,XIRIVELLA,14,L'HORTA OEST,CITRICOS,1101,NARANJO DULCE,0,11,11,2020
8031,VALENCIA,46110,XIRIVELLA,14,L'HORTA OEST,CITRICOS,1103,MANDARINO,0,12,12,2020
8032,VALENCIA,46110,XIRIVELLA,14,L'HORTA OEST,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,3,3,2020
8033,VALENCIA,46110,XIRIVELLA,14,L'HORTA OEST,FRUTALES,12173,CAQUI,0,3,3,2020
8035,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,CITRICOS,1101,NARANJO DULCE,0,1283,1283,2020
8036,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,CITRICOS,1103,MANDARINO,0,722,722,2020
8037,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,CITRICOS,1104,LIMONERO,0,1,1,2020
8038,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,CITRICOS,1105,POMELO,0,19,19,2020
8039,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2020
8040,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1202,PERAL,0,1,1,2020
8041,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1206,ALBARICOQUERO,2,11,13,2020
8042,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1207,CEREZO Y GUINDO,0,1,1,2020
8043,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1208,MELOCOTONERO,0,7,7,2020
8044,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1212,GRANADO,0,7,7,2020
8045,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1213,AGUACATE,0,7,7,2020
8046,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,12171,KIWI,0,1,1,2020
8047,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,12173,CAQUI,0,78,78,2020
8048,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1218,ALMENDRO,564,88,652,2020
8049,VALENCIA,46111,CHIVA,18,LA HOYA DE BUÑOL,FRUTALES,1219,NOGAL,1,2,3,2020
8056,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,472,472,2020
8057,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,CITRICOS,1103,MANDARINO,0,209,209,2020
8058,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,CITRICOS,1105,POMELO,0,9,9,2020
8059,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1206,ALBARICOQUERO,8,14,22,2020
8060,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1208,MELOCOTONERO,2,56,58,2020
8061,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1209,CIRUELO,1,1,2,2020
8062,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1210,HIGUERA,0,2,2,2020
8063,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1212,GRANADO,0,1,1,2020
8064,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,12171,KIWI,0,3,3,2020
8065,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,12173,CAQUI,0,33,33,2020
8066,VALENCIA,46112,CHULILLA,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,180,107,287,2020
8070,VALENCIA,46113,DAIMÚS,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,50,50,2020
8071,VALENCIA,46113,DAIMÚS,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,24,24,2020
8072,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,127,127,2020
8073,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,CITRICOS,1103,MANDARINO,0,14,14,2020
8074,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,CITRICOS,1105,POMELO,0,1,1,2020
8075,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,3,3,2020
8076,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,FRUTALES,1208,MELOCOTONERO,0,5,5,2020
8077,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,147,6,153,2020
8078,VALENCIA,46114,DOMEÑO,10,LOS SERRANOS,FRUTALES,1219,NOGAL,3,3,6,2020
8082,VALENCIA,46115,DOS AGUAS,18,LA HOYA DE BUÑOL,CITRICOS,1101,NARANJO DULCE,0,1,1,2020
8083,VALENCIA,46115,DOS AGUAS,18,LA HOYA DE BUÑOL,FRUTALES,1208,MELOCOTONERO,1,1,2,2020
8084,VALENCIA,46115,DOS AGUAS,18,LA HOYA DE BUÑOL,FRUTALES,12173,CAQUI,0,8,8,2020
8085,VALENCIA,46115,DOS AGUAS,18,LA HOYA DE BUÑOL,FRUTALES,1218,ALMENDRO,127,21,148,2020
8086,VALENCIA,46115,DOS AGUAS,18,LA HOYA DE BUÑOL,FRUTALES,1219,NOGAL,3,0,3,2020
8089,VALENCIA,46116,ELIANA (L'),11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,1,1,2020
8092,VALENCIA,46118,ENGUERA,22,LA CANAL DE NAVARRÉS,CITRICOS,1101,NARANJO DULCE,0,142,142,2020
8093,VALENCIA,46118,ENGUERA,22,LA CANAL DE NAVARRÉS,CITRICOS,1103,MANDARINO,0,55,55,2020
8094,VALENCIA,46118,ENGUERA,22,LA CANAL DE NAVARRÉS,FRUTALES,1206,ALBARICOQUERO,9,19,28,2020
8095,VALENCIA,46118,ENGUERA,22,LA CANAL DE NAVARRÉS,FRUTALES,1207,CEREZO Y GUINDO,4,0,4,2020
8096,VALENCIA,46118,ENGUERA,22,LA CANAL DE NAVARRÉS,FRUTALES,1208,MELOCOTONERO,0,1,1,2020
8097,VALENCIA,46118,ENGUERA,22,LA CANAL DE NAVARRÉS,FRUTALES,1209,CIRUELO,5,9,14,2020
8098,VALENCIA,46118,ENGUERA,22,LA CANAL DE NAVARRÉS,FRUTALES,12173,CAQUI,0,32,32,2020
8099,VALENCIA,46118,ENGUERA,22,LA CANAL DE NAVARRÉS,FRUTALES,1218,ALMENDRO,20,16,36,2020
8100,VALENCIA,46118,ENGUERA,22,LA CANAL DE NAVARRÉS,FRUTALES,1219,NOGAL,0,16,16,2020
8106,VALENCIA,46119,ÈNOVA (L'),20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,269,269,2020
8107,VALENCIA,46119,ÈNOVA (L'),20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,89,89,2020
8108,VALENCIA,46119,ÈNOVA (L'),20,LA RIBERA ALTA,CITRICOS,1105,POMELO,0,1,1,2020
8109,VALENCIA,46119,ÈNOVA (L'),20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,3,3,2020
8110,VALENCIA,46119,ÈNOVA (L'),20,LA RIBERA ALTA,FRUTALES,1209,CIRUELO,0,3,3,2020
8111,VALENCIA,46119,ÈNOVA (L'),20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,1,1,2020
8112,VALENCIA,46119,ÈNOVA (L'),20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,29,29,2020
8113,VALENCIA,46119,ÈNOVA (L'),20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,0,51,51,2020
8115,VALENCIA,46120,ESTIVELLA,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,45,45,2020
8116,VALENCIA,46120,ESTIVELLA,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,95,95,2020
8117,VALENCIA,46120,ESTIVELLA,12,EL CAMP DE MORVEDRE,CITRICOS,1104,LIMONERO,0,3,3,2020
8118,VALENCIA,46120,ESTIVELLA,12,EL CAMP DE MORVEDRE,FRUTALES,1204,NISPERO,0,2,2,2020
8119,VALENCIA,46120,ESTIVELLA,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,5,5,2020
8120,VALENCIA,46120,ESTIVELLA,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,2,2,2020
8121,VALENCIA,46120,ESTIVELLA,12,EL CAMP DE MORVEDRE,FRUTALES,1218,ALMENDRO,49,2,51,2020
8125,VALENCIA,46121,ESTUBENY,23,LA COSTERA,CITRICOS,1101,NARANJO DULCE,0,78,78,2020
8126,VALENCIA,46121,ESTUBENY,23,LA COSTERA,CITRICOS,1103,MANDARINO,0,104,104,2020
8127,VALENCIA,46121,ESTUBENY,23,LA COSTERA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2020
8128,VALENCIA,46121,ESTUBENY,23,LA COSTERA,FRUTALES,1202,PERAL,0,1,1,2020
8129,VALENCIA,46121,ESTUBENY,23,LA COSTERA,FRUTALES,1206,ALBARICOQUERO,0,18,18,2020
8130,VALENCIA,46121,ESTUBENY,23,LA COSTERA,FRUTALES,1209,CIRUELO,0,3,3,2020
8131,VALENCIA,46121,ESTUBENY,23,LA COSTERA,FRUTALES,12173,CAQUI,0,30,30,2020
8134,VALENCIA,46122,FAURA,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,28,28,2020
8135,VALENCIA,46122,FAURA,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,27,27,2020
8136,VALENCIA,46122,FAURA,12,EL CAMP DE MORVEDRE,CITRICOS,1104,LIMONERO,0,1,1,2020
8137,VALENCIA,46122,FAURA,12,EL CAMP DE MORVEDRE,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,24,24,2020
8138,VALENCIA,46122,FAURA,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,23,23,2020
8139,VALENCIA,46123,FAVARA,21,LA RIBERA BAIXA,CITRICOS,1101,NARANJO DULCE,0,94,94,2020
8140,VALENCIA,46123,FAVARA,21,LA RIBERA BAIXA,CITRICOS,1103,MANDARINO,0,86,86,2020
8141,VALENCIA,46123,FAVARA,21,LA RIBERA BAIXA,FRUTALES,12173,CAQUI,0,5,5,2020
8142,VALENCIA,46124,FONTANARS DELS ALFORINS,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,8,17,25,2020
8143,VALENCIA,46124,FONTANARS DELS ALFORINS,24,LA VALL D'ALBAIDA,FRUTALES,1207,CEREZO Y GUINDO,1,0,1,2020
8144,VALENCIA,46124,FONTANARS DELS ALFORINS,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,1,1,2020
8145,VALENCIA,46124,FONTANARS DELS ALFORINS,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,234,5,239,2020
8146,VALENCIA,46124,FONTANARS DELS ALFORINS,24,LA VALL D'ALBAIDA,FRUTALES,1219,NOGAL,2,2,4,2020
8151,VALENCIA,46125,FORTALENY,21,LA RIBERA BAIXA,CITRICOS,1101,NARANJO DULCE,0,168,168,2020
8152,VALENCIA,46125,FORTALENY,21,LA RIBERA BAIXA,CITRICOS,1103,MANDARINO,0,26,26,2020
8153,VALENCIA,46125,FORTALENY,21,LA RIBERA BAIXA,CITRICOS,1104,LIMONERO,0,1,1,2020
8154,VALENCIA,46125,FORTALENY,21,LA RIBERA BAIXA,FRUTALES,12173,CAQUI,0,3,3,2020
8155,VALENCIA,46125,FORTALENY,21,LA RIBERA BAIXA,FRUTALES,1218,ALMENDRO,4,0,4,2020
8156,VALENCIA,46125,FORTALENY,21,LA RIBERA BAIXA,FRUTALES,1222,PISTACHO,0,1,1,2020
8157,VALENCIA,46126,FOIOS,13,L'HORTA NORD,CITRICOS,1101,NARANJO DULCE,0,178,178,2020
8158,VALENCIA,46126,FOIOS,13,L'HORTA NORD,CITRICOS,1103,MANDARINO,0,54,54,2020
8159,VALENCIA,46126,FOIOS,13,L'HORTA NORD,CITRICOS,1105,POMELO,0,4,4,2020
8160,VALENCIA,46126,FOIOS,13,L'HORTA NORD,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2020
8161,VALENCIA,46126,FOIOS,13,L'HORTA NORD,FRUTALES,1212,GRANADO,0,2,2,2020
8162,VALENCIA,46126,FOIOS,13,L'HORTA NORD,FRUTALES,1213,AGUACATE,0,3,3,2020
8163,VALENCIA,46126,FOIOS,13,L'HORTA NORD,FRUTALES,12173,CAQUI,0,65,65,2020
8165,VALENCIA,46127,FONT D'EN CARRÒS (LA),25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,89,89,2020
8166,VALENCIA,46127,FONT D'EN CARRÒS (LA),25,LA SAFOR,CITRICOS,1103,MANDARINO,0,140,140,2020
8169,VALENCIA,46128,FONT DE LA FIGUERA (LA),23,LA COSTERA,FRUTALES,1206,ALBARICOQUERO,16,55,71,2020
8170,VALENCIA,46128,FONT DE LA FIGUERA (LA),23,LA COSTERA,FRUTALES,1208,MELOCOTONERO,1,0,1,2020
8171,VALENCIA,46128,FONT DE LA FIGUERA (LA),23,LA COSTERA,FRUTALES,1209,CIRUELO,1,3,4,2020
8172,VALENCIA,46128,FONT DE LA FIGUERA (LA),23,LA COSTERA,FRUTALES,1210,HIGUERA,1,2,3,2020
8173,VALENCIA,46128,FONT DE LA FIGUERA (LA),23,LA COSTERA,FRUTALES,12173,CAQUI,0,8,8,2020
8174,VALENCIA,46128,FONT DE LA FIGUERA (LA),23,LA COSTERA,FRUTALES,1218,ALMENDRO,526,503,1029,2020
8177,VALENCIA,46129,FUENTERROBLES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1218,ALMENDRO,1116,109,1225,2020
8178,VALENCIA,46129,FUENTERROBLES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1219,NOGAL,4,15,19,2020
8182,VALENCIA,46130,GAVARDA,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,188,188,2020
8183,VALENCIA,46130,GAVARDA,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,191,191,2020
8184,VALENCIA,46130,GAVARDA,20,LA RIBERA ALTA,CITRICOS,1104,LIMONERO,0,6,6,2020
8185,VALENCIA,46130,GAVARDA,20,LA RIBERA ALTA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,7,7,2020
8186,VALENCIA,46130,GAVARDA,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,17,17,2020
8187,VALENCIA,46130,GAVARDA,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,1,1,2020
8188,VALENCIA,46130,GAVARDA,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,67,67,2020
8189,VALENCIA,46130,GAVARDA,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,0,3,3,2020
8190,VALENCIA,46130,GAVARDA,20,LA RIBERA ALTA,FRUTALES,1219,NOGAL,0,13,13,2020
8193,VALENCIA,46131,GANDIA,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,676,676,2020
8194,VALENCIA,46131,GANDIA,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,631,631,2020
8195,VALENCIA,46131,GANDIA,25,LA SAFOR,CITRICOS,1104,LIMONERO,0,1,1,2020
8196,VALENCIA,46131,GANDIA,25,LA SAFOR,CITRICOS,1105,POMELO,0,11,11,2020
8197,VALENCIA,46131,GANDIA,25,LA SAFOR,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,4,4,2020
8198,VALENCIA,46131,GANDIA,25,LA SAFOR,FRUTALES,1213,AGUACATE,0,21,21,2020
8199,VALENCIA,46131,GANDIA,25,LA SAFOR,FRUTALES,12173,CAQUI,0,12,12,2020
8200,VALENCIA,46131,GANDIA,25,LA SAFOR,FRUTALES,1218,ALMENDRO,0,24,24,2020
8202,VALENCIA,46132,GENOVÉS,23,LA COSTERA,CITRICOS,1101,NARANJO DULCE,0,260,260,2020
8203,VALENCIA,46132,GENOVÉS,23,LA COSTERA,CITRICOS,1103,MANDARINO,0,95,95,2020
8204,VALENCIA,46132,GENOVÉS,23,LA COSTERA,CITRICOS,1105,POMELO,0,1,1,2020
8205,VALENCIA,46132,GENOVÉS,23,LA COSTERA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2020
8206,VALENCIA,46132,GENOVÉS,23,LA COSTERA,FRUTALES,1204,NISPERO,0,1,1,2020
8207,VALENCIA,46132,GENOVÉS,23,LA COSTERA,FRUTALES,1206,ALBARICOQUERO,1,3,4,2020
8208,VALENCIA,46132,GENOVÉS,23,LA COSTERA,FRUTALES,1208,MELOCOTONERO,0,5,5,2020
8209,VALENCIA,46132,GENOVÉS,23,LA COSTERA,FRUTALES,1209,CIRUELO,2,3,5,2020
8210,VALENCIA,46132,GENOVÉS,23,LA COSTERA,FRUTALES,12173,CAQUI,0,27,27,2020
8211,VALENCIA,46132,GENOVÉS,23,LA COSTERA,FRUTALES,1218,ALMENDRO,32,1,33,2020
8214,VALENCIA,46133,GESTALGAR,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,100,100,2020
8215,VALENCIA,46133,GESTALGAR,10,LOS SERRANOS,CITRICOS,1103,MANDARINO,0,43,43,2020
8216,VALENCIA,46133,GESTALGAR,10,LOS SERRANOS,FRUTALES,1206,ALBARICOQUERO,0,1,1,2020
8217,VALENCIA,46133,GESTALGAR,10,LOS SERRANOS,FRUTALES,1207,CEREZO Y GUINDO,1,0,1,2020
8218,VALENCIA,46133,GESTALGAR,10,LOS SERRANOS,FRUTALES,1208,MELOCOTONERO,0,2,2,2020
8219,VALENCIA,46133,GESTALGAR,10,LOS SERRANOS,FRUTALES,12173,CAQUI,0,15,15,2020
8220,VALENCIA,46133,GESTALGAR,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,32,2,34,2020
8221,VALENCIA,46133,GESTALGAR,10,LOS SERRANOS,FRUTALES,1219,NOGAL,1,2,3,2020
8226,VALENCIA,46134,GILET,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,30,30,2020
8227,VALENCIA,46134,GILET,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,59,59,2020
8228,VALENCIA,46134,GILET,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,5,5,2020
8229,VALENCIA,46134,GILET,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,1,1,2020
8232,VALENCIA,46135,GODELLA,13,L'HORTA NORD,CITRICOS,1101,NARANJO DULCE,0,20,20,2020
8233,VALENCIA,46135,GODELLA,13,L'HORTA NORD,CITRICOS,1103,MANDARINO,0,23,23,2020
8234,VALENCIA,46135,GODELLA,13,L'HORTA NORD,FRUTALES,1208,MELOCOTONERO,0,2,2,2020
8235,VALENCIA,46135,GODELLA,13,L'HORTA NORD,FRUTALES,1213,AGUACATE,0,25,25,2020
8236,VALENCIA,46135,GODELLA,13,L'HORTA NORD,FRUTALES,12171,KIWI,0,3,3,2020
8237,VALENCIA,46135,GODELLA,13,L'HORTA NORD,FRUTALES,12173,CAQUI,0,3,3,2020
8238,VALENCIA,46135,GODELLA,13,L'HORTA NORD,FRUTALES,1218,ALMENDRO,12,1,13,2020
8240,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,CITRICOS,1101,NARANJO DULCE,0,401,401,2020
8241,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,CITRICOS,1103,MANDARINO,0,471,471,2020
8242,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,CITRICOS,1104,LIMONERO,0,4,4,2020
8243,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,CITRICOS,1105,POMELO,0,12,12,2020
8244,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,FRUTALES,1201,MANZANO,0,1,1,2020
8245,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,FRUTALES,1204,NISPERO,0,1,1,2020
8246,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,FRUTALES,1206,ALBARICOQUERO,0,33,33,2020
8247,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,FRUTALES,1208,MELOCOTONERO,2,99,101,2020
8248,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,FRUTALES,1209,CIRUELO,5,6,11,2020
8249,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,FRUTALES,1212,GRANADO,0,7,7,2020
8250,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,FRUTALES,12171,KIWI,0,10,10,2020
8251,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,FRUTALES,12173,CAQUI,0,121,121,2020
8252,VALENCIA,46136,GODELLETA,18,LA HOYA DE BUÑOL,FRUTALES,1218,ALMENDRO,65,38,103,2020
8258,VALENCIA,46137,GRANJA DE LA COSTERA (LA),23,LA COSTERA,CITRICOS,1101,NARANJO DULCE,0,37,37,2020
8259,VALENCIA,46137,GRANJA DE LA COSTERA (LA),23,LA COSTERA,CITRICOS,1103,MANDARINO,0,13,13,2020
8260,VALENCIA,46137,GRANJA DE LA COSTERA (LA),23,LA COSTERA,CITRICOS,1104,LIMONERO,0,1,1,2020
8261,VALENCIA,46137,GRANJA DE LA COSTERA (LA),23,LA COSTERA,FRUTALES,12173,CAQUI,0,5,5,2020
8263,VALENCIA,46138,GUADASEQUIES,24,LA VALL D'ALBAIDA,CITRICOS,1104,LIMONERO,0,1,1,2020
8264,VALENCIA,46138,GUADASEQUIES,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,3,5,8,2020
8265,VALENCIA,46138,GUADASEQUIES,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,1,3,4,2020
8266,VALENCIA,46138,GUADASEQUIES,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,6,6,12,2020
8267,VALENCIA,46138,GUADASEQUIES,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,4,4,2020
8268,VALENCIA,46138,GUADASEQUIES,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,3,0,3,2020
8273,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,628,628,2020
8274,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,434,434,2020
8275,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,CITRICOS,1104,LIMONERO,0,1,1,2020
8276,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,CITRICOS,1105,POMELO,0,1,1,2020
8277,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,3,3,2020
8278,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,24,24,2020
8279,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,50,50,2020
8280,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,FRUTALES,1209,CIRUELO,0,8,8,2020
8281,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,6,6,2020
8282,VALENCIA,46139,GUADASSUAR,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,900,900,2020
8285,VALENCIA,46140,GUARDAMAR DE LA SAFOR,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,25,25,2020
8286,VALENCIA,46140,GUARDAMAR DE LA SAFOR,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,6,6,2020
8287,VALENCIA,46140,GUARDAMAR DE LA SAFOR,25,LA SAFOR,FRUTALES,12173,CAQUI,0,1,1,2020
