,PROVINCIA,Código municipio (INE),MUNICIPIO,Código comarca,COMARCA,GRUPO DE CULTIVO,Código cultivo,CULTIVO,SECANO (hectáreas),REGADIO (hectáreas),SUPERFICIE CULTIVADA (hectáreas),año
6201,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,12173,CAQUI,0,38,38,2019
6202,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1209,CIRUELO,14,36,50,2019
6203,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1212,GRANADO,0,1,1,2019
6204,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1210,HIGUERA,1,1,2,2019
6205,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1208,MELOCOTONERO,0,6,6,2019
6206,VALENCIA,46045,BARXETA,23,LA COSTERA,FRUTALES,1202,PERAL,0,5,5,2019
6213,VALENCIA,46046,BARX,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,22,22,2019
6214,VALENCIA,46046,BARX,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,15,15,2019
6215,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1206,ALBARICOQUERO,0,1,1,2019
6216,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1218,ALMENDRO,36,2,38,2019
6217,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,12173,CAQUI,0,1,1,2019
6218,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1209,CIRUELO,6,4,10,2019
6219,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1210,HIGUERA,1,1,2,2019
6220,VALENCIA,46046,BARX,25,LA SAFOR,FRUTALES,1208,MELOCOTONERO,0,2,2,2019
6224,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,105,105,2019
6225,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,47,47,2019
6226,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,CITRICOS,1105,POMELO,0,1,1,2019
6227,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,63,50,113,2019
6228,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,7,4,11,2019
6229,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,157,157,2019
6230,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,15,28,43,2019
6231,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,6,6,2019
6232,VALENCIA,46047,BÈLGIDA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,18,46,64,2019
6239,VALENCIA,46048,BELLREGUARD,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,13,13,2019
6240,VALENCIA,46048,BELLREGUARD,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,85,85,2019
6241,VALENCIA,46048,BELLREGUARD,25,LA SAFOR,FRUTALES,12173,CAQUI,0,1,1,2019
6242,VALENCIA,46049,BELLÚS,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,3,0,3,2019
6243,VALENCIA,46049,BELLÚS,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,1,1,2019
6244,VALENCIA,46049,BELLÚS,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,1,1,2019
6245,VALENCIA,46049,BELLÚS,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,1,1,2,2019
6254,VALENCIA,46050,BENAGÉBER,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,16,1,17,2019
6257,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,CITRICOS,1104,LIMONERO,0,2,2,2019
6258,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,CITRICOS,1103,MANDARINO,0,200,200,2019
6259,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,644,644,2019
6262,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,FRUTALES,1213,AGUACATE,0,12,12,2019
6263,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,FRUTALES,1218,ALMENDRO,4,1,5,2019
6264,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,FRUTALES,12173,CAQUI,0,15,15,2019
6265,VALENCIA,46051,BENAGUASIL,11,EL CAMP DE TÚRIA,FRUTALES,1212,GRANADO,0,4,4,2019
6279,VALENCIA,46052,BENAVITES,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,143,143,2019
6280,VALENCIA,46052,BENAVITES,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,140,140,2019
6281,VALENCIA,46052,BENAVITES,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,11,11,2019
6282,VALENCIA,46052,BENAVITES,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,5,5,2019
6287,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,6,6,2019
6288,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,28,28,2019
6289,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,56,56,2019
6290,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,CITRICOS,1105,POMELO,0,1,1,2019
6291,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,FRUTALES,1213,AGUACATE,0,5,5,2019
6292,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,1,1,2019
6293,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,110,110,2019
6294,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,2,2,2019
6295,VALENCIA,46053,BENEIXIDA,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,3,3,2019
6298,VALENCIA,46055,BENIARJÓ,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,37,37,2019
6299,VALENCIA,46055,BENIARJÓ,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,110,110,2019
6300,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,4,4,2019
6301,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,10,10,2019
6302,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,14,9,23,2019
6303,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,8,1,9,2019
6304,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,7,7,2019
6305,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1207,CEREZO Y GUINDO,1,0,1,2019
6306,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,7,9,16,2019
6307,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,1,1,2,2019
6308,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,10,11,21,2019
6309,VALENCIA,46056,BENIATJAR,24,LA VALL D'ALBAIDA,FRUTALES,1202,PERAL,1,0,1,2019
6313,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,CITRICOS,1104,LIMONERO,0,1,1,2019
6314,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,68,68,2019
6315,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,46,46,2019
6316,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,9,12,21,2019
6317,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,14,1,15,2019
6318,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,11,11,2019
6319,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,8,21,29,2019
6320,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1212,GRANADO,0,1,1,2019
6321,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,2,6,8,2019
6322,VALENCIA,46057,BENICOLET,24,LA VALL D'ALBAIDA,FRUTALES,1219,NOGAL,0,3,3,2019
6326,VALENCIA,46058,BENIFAIRÓ DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1103,MANDARINO,0,95,95,2019
6327,VALENCIA,46058,BENIFAIRÓ DE LES VALLS,12,EL CAMP DE MORVEDRE,CITRICOS,1101,NARANJO DULCE,0,51,51,2019
6328,VALENCIA,46058,BENIFAIRÓ DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,1213,AGUACATE,0,23,23,2019
6329,VALENCIA,46058,BENIFAIRÓ DE LES VALLS,12,EL CAMP DE MORVEDRE,FRUTALES,12173,CAQUI,0,3,3,2019
6331,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,236,236,2019
6332,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,455,455,2019
6333,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,CITRICOS,1105,POMELO,0,3,3,2019
6334,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,FRUTALES,12173,CAQUI,0,18,18,2019
6335,VALENCIA,46059,BENIFAIRÓ DE LA VALLDIGNA,25,LA SAFOR,FRUTALES,12171,KIWI,0,1,1,2019
6337,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,6,6,2019
6338,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,285,285,2019
6339,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,206,206,2019
6340,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,CITRICOS,1105,POMELO,0,7,7,2019
6343,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,1213,AGUACATE,0,10,10,2019
6344,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,4,4,2019
6345,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,538,538,2019
6346,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,1212,GRANADO,0,8,8,2019
6347,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,12171,KIWI,0,1,1,2019
6348,VALENCIA,46060,BENIFAIÓ,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,68,68,2019
6367,VALENCIA,46061,BENIFLÁ,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,5,5,2019
6368,VALENCIA,46061,BENIFLÁ,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,20,20,2019
6371,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,100,100,2019
6372,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,65,65,2019
6374,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,13,53,66,2019
6375,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,5,18,23,2019
6376,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,94,94,2019
6377,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,8,19,27,2019
6378,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1210,HIGUERA,0,1,1,2019
6379,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,3,19,22,2019
6380,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1204,NISPERO,0,1,1,2019
6381,VALENCIA,46062,BENIGÁNIM,24,LA VALL D'ALBAIDA,FRUTALES,1202,PERAL,1,0,1,2019
6387,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,265,265,2019
6388,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,60,60,2019
6389,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,1206,ALBARICOQUERO,0,14,14,2019
6390,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,1218,ALMENDRO,1,0,1,2019
6391,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,540,540,2019
6392,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,1209,CIRUELO,0,3,3,2019
6393,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,12171,KIWI,0,1,1,2019
6394,VALENCIA,46063,BENIMODO,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,97,97,2019
6404,VALENCIA,46064,BENIMUSLEM,20,LA RIBERA ALTA,CITRICOS,1103,MANDARINO,0,36,36,2019
6405,VALENCIA,46064,BENIMUSLEM,20,LA RIBERA ALTA,CITRICOS,1101,NARANJO DULCE,0,220,220,2019
6406,VALENCIA,46064,BENIMUSLEM,20,LA RIBERA ALTA,FRUTALES,12173,CAQUI,0,87,87,2019
6407,VALENCIA,46064,BENIMUSLEM,20,LA RIBERA ALTA,FRUTALES,1208,MELOCOTONERO,0,6,6,2019
6412,VALENCIA,46065,BENIPARRELL,16,L'HORTA SUD,CITRICOS,1103,MANDARINO,0,29,29,2019
6413,VALENCIA,46065,BENIPARRELL,16,L'HORTA SUD,CITRICOS,1101,NARANJO DULCE,0,14,14,2019
6416,VALENCIA,46065,BENIPARRELL,16,L'HORTA SUD,FRUTALES,12173,CAQUI,0,13,13,2019
6417,VALENCIA,46065,BENIPARRELL,16,L'HORTA SUD,FRUTALES,1212,GRANADO,0,1,1,2019
6425,VALENCIA,46066,BENIRREDRÀ,25,LA SAFOR,CITRICOS,1103,MANDARINO,0,3,3,2019
6426,VALENCIA,46066,BENIRREDRÀ,25,LA SAFOR,CITRICOS,1101,NARANJO DULCE,0,1,1,2019
6427,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2019
6428,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,CITRICOS,1103,MANDARINO,0,5,5,2019
6429,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,37,37,2019
6430,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,CITRICOS,1105,POMELO,0,5,5,2019
6432,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,FRUTALES,1213,AGUACATE,0,12,12,2019
6433,VALENCIA,46067,BENISANÓ,11,EL CAMP DE TÚRIA,FRUTALES,1218,ALMENDRO,1,0,1,2019
6442,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,CITRICOS,1103,MANDARINO,0,3,3,2019
6443,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,CITRICOS,1101,NARANJO DULCE,0,16,16,2019
6444,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,7,7,14,2019
6445,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,3,0,3,2019
6446,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,10,10,2019
6447,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,4,5,9,2019
6448,VALENCIA,46068,BENISSODA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,2,0,2,2019
6455,VALENCIA,46069,BENISUERA,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,3,0,3,2019
6456,VALENCIA,46069,BENISUERA,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,3,5,8,2019
6457,VALENCIA,46069,BENISUERA,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,0,2,2,2019
6460,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,13,13,2019
6461,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1104,LIMONERO,0,2,2,2019
6462,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1103,MANDARINO,0,1259,1259,2019
6463,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1101,NARANJO DULCE,0,1665,1665,2019
6464,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,CITRICOS,1105,POMELO,0,13,13,2019
6466,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1213,AGUACATE,0,2,2,2019
6467,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1206,ALBARICOQUERO,0,8,8,2019
6468,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1218,ALMENDRO,175,100,275,2019
6469,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,12173,CAQUI,0,40,40,2019
6470,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1212,GRANADO,0,35,35,2019
6471,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1210,HIGUERA,0,1,1,2019
6472,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1208,MELOCOTONERO,0,28,28,2019
6473,VALENCIA,46070,BÉTERA,11,EL CAMP DE TÚRIA,FRUTALES,1204,NISPERO,0,1,1,2019
6482,VALENCIA,46071,BICORP,22,LA CANAL DE NAVARRÉS,CITRICOS,1101,NARANJO DULCE,0,20,20,2019
6483,VALENCIA,46071,BICORP,22,LA CANAL DE NAVARRÉS,FRUTALES,1206,ALBARICOQUERO,0,1,1,2019
6484,VALENCIA,46071,BICORP,22,LA CANAL DE NAVARRÉS,FRUTALES,1218,ALMENDRO,79,3,82,2019
6485,VALENCIA,46071,BICORP,22,LA CANAL DE NAVARRÉS,FRUTALES,12173,CAQUI,0,2,2,2019
6486,VALENCIA,46071,BICORP,22,LA CANAL DE NAVARRÉS,FRUTALES,1208,MELOCOTONERO,0,3,3,2019
6499,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,2,1,3,2019
6500,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,57,2,59,2019
6501,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1220,AVELLANO,0,1,1,2019
6502,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,10,10,2019
6503,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1207,CEREZO Y GUINDO,6,1,7,2019
6504,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,7,8,15,2019
6505,VALENCIA,46072,BOCAIRENT,24,LA VALL D'ALBAIDA,FRUTALES,1219,NOGAL,5,0,5,2019
6508,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,CITRICOS,1103,MANDARINO,0,20,20,2019
6509,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,CITRICOS,1101,NARANJO DULCE,0,30,30,2019
6510,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,FRUTALES,1206,ALBARICOQUERO,1,1,2,2019
6511,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,FRUTALES,1218,ALMENDRO,23,16,39,2019
6512,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,FRUTALES,12173,CAQUI,0,39,39,2019
6513,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,FRUTALES,1212,GRANADO,0,1,1,2019
6514,VALENCIA,46073,BOLBAITE,22,LA CANAL DE NAVARRÉS,FRUTALES,1208,MELOCOTONERO,0,1,1,2019
6529,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,CITRICOS,1103,MANDARINO,0,2,2,2019
6530,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,CITRICOS,1101,NARANJO DULCE,0,9,9,2019
6531,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,CITRICOS,1105,POMELO,0,6,6,2019
6532,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,FRUTALES,12173,CAQUI,0,1,1,2019
6533,VALENCIA,46074,BONREPÒS I MIRAMBELL,13,L'HORTA NORD,FRUTALES,1208,MELOCOTONERO,0,1,1,2019
6545,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,1206,ALBARICOQUERO,4,5,9,2019
6546,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,1218,ALMENDRO,4,0,4,2019
6547,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,12173,CAQUI,0,9,9,2019
6548,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,1209,CIRUELO,5,5,10,2019
6549,VALENCIA,46075,BUFALI,24,LA VALL D'ALBAIDA,FRUTALES,1208,MELOCOTONERO,0,4,4,2019
6554,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,1,1,2019
6555,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,CITRICOS,1104,LIMONERO,0,15,15,2019
6556,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,CITRICOS,1103,MANDARINO,0,206,206,2019
6557,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,360,360,2019
6558,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,FRUTALES,1206,ALBARICOQUERO,4,18,22,2019
6559,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,30,4,34,2019
6560,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,FRUTALES,12173,CAQUI,0,8,8,2019
6561,VALENCIA,46076,BUGARRA,10,LOS SERRANOS,FRUTALES,1208,MELOCOTONERO,1,22,23,2019
6568,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,CITRICOS,1103,MANDARINO,0,20,20,2019
6569,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,CITRICOS,1101,NARANJO DULCE,0,4,4,2019
6571,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1218,ALMENDRO,267,62,329,2019
6572,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,12173,CAQUI,0,14,14,2019
6573,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1207,CEREZO Y GUINDO,6,8,14,2019
6574,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1209,CIRUELO,0,3,3,2019
6575,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1208,MELOCOTONERO,0,5,5,2019
6576,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1204,NISPERO,0,1,1,2019
6577,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1219,NOGAL,3,0,3,2019
6578,VALENCIA,46077,BUÑOL,18,LA HOYA DE BUÑOL,FRUTALES,1202,PERAL,0,1,1,2019
6587,VALENCIA,46078,BURJASSOT,13,L'HORTA NORD,CITRICOS,1103,MANDARINO,0,1,1,2019
6588,VALENCIA,46078,BURJASSOT,13,L'HORTA NORD,CITRICOS,1101,NARANJO DULCE,0,5,5,2019
6597,VALENCIA,46079,CALLES,10,LOS SERRANOS,CITRICOS,1101,NARANJO DULCE,0,10,10,2019
6599,VALENCIA,46079,CALLES,10,LOS SERRANOS,FRUTALES,1218,ALMENDRO,175,6,181,2019
6600,VALENCIA,46079,CALLES,10,LOS SERRANOS,FRUTALES,1219,NOGAL,2,0,2,2019
6610,VALENCIA,46080,CAMPORROBLES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1218,ALMENDRO,1150,164,1314,2019
6611,VALENCIA,46080,CAMPORROBLES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1219,NOGAL,1,0,1,2019
6612,VALENCIA,46080,CAMPORROBLES,17,LA PLANA DE UTIEL-REQUENA,FRUTALES,1222,PISTACHO,79,15,94,2019
6616,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1106,LIMERO Y OTROS CITRICOS,0,3,3,2019
6617,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1104,LIMONERO,0,2,2,2019
6618,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1103,MANDARINO,0,260,260,2019
6619,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1101,NARANJO DULCE,0,420,420,2019
6620,VALENCIA,46081,CANALS,23,LA COSTERA,CITRICOS,1105,POMELO,0,15,15,2019
6622,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1206,ALBARICOQUERO,1,2,3,2019
6623,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1218,ALMENDRO,5,1,6,2019
6624,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,12173,CAQUI,0,64,64,2019
6625,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1209,CIRUELO,3,5,8,2019
6626,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1210,HIGUERA,0,3,3,2019
6627,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1208,MELOCOTONERO,0,6,6,2019
6628,VALENCIA,46081,CANALS,23,LA COSTERA,FRUTALES,1204,NISPERO,0,1,1,2019
